title,title_name,make,modelname,modelnameq,modelno,modelnoq
NULL,"Eurocopter EC 130-B4",Eurocopter,NULL,NULL,"EC 130","EC 130-B4"
NULL,"Eurocopter EC 135P1",Eurocopter,NULL,NULL,"EC 135","EC 135P1"
NULL,"Vans RV-3",Vans,NULL,NULL,RV-3,NULL
"2021  Vans RV-3 B","Vans RV-3",Vans,NULL,NULL,RV-3,NULL
"The aircraft is available for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Diamond Aircraft 100 Katana","Diamond Aircraft",Katana,NULL,100,NULL
NULL,"Rockwell Sabreliner",Rockwell,Sabreliner,NULL,NULL,NULL
"The aircraft is much available for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"Honeywell Steel Brakes PN 2606672-4",Boeing,Boeing,NULL,NULL,NULL,NULL
NULL,"Cessna 150M",Cessna,NULL,NULL,150,150M
NULL,"Embraer Phenom 300",Embraer,Phenom,NULL,NULL,NULL
NULL,"Schweizer 269C-1",Schweizer,NULL,NULL,269,269C-1
NULL,"Scheibe SF.23 Sperling",Scheibe,Sperling,NULL,SF.23,NULL
"1986  Mil Mi-24 Hind P","Mil MI-24 Hind",Mil,Hind,NULL,MI-24,NULL
"1962  Scheibe SF-23 Sperling C","Scheibe SF.23 Sperling",Scheibe,Sperling,NULL,SF.23,NULL
NULL,"Cessna 340A",Cessna,NULL,NULL,340,340A
NULL,"Piper PA-28-151 Warrior",Piper,Cherokee,NULL,PA-28,PA-28-151
NULL,"Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"The aircraft is much available for acmi lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"100 HP TAIL WHEEL","Pipistrel Virus SW",Pipistrel,Virus,NULL,NULL,NULL
"R 22 MARINER 2002 in FRANCE","Robinson R-22 Beta II",Robinson,Beta,NULL,R-22,NULL
"Cessna Citation II","Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
"Aircraft Coffee Mugs","No make","No make",NULL,NULL,NULL,NULL
"2017  Tecnam P-2002 JF","Tecnam P2002-JF",Tecnam,NULL,NULL,P2002,P2002-JF
"1967 Skylane","Cessna 182K",Cessna,Skylane,NULL,182,182K
NULL,"Learjet 60",Learjet,NULL,NULL,60,NULL
NULL,"Agusta AW139",Agusta,NULL,NULL,A139,AW139
NULL,"Enstrom F-280FX",Enstrom,NULL,NULL,F-280,F-280FX
NULL,"Piper PA-46 Malibu",Piper,Malibu,NULL,PA-46,NULL
NULL,"Piper M350",Piper,NULL,NULL,M350,NULL
NULL,"Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Diamond Aircraft 100 TwinStar","Diamond Aircraft",Star,NULL,100,NULL
NULL,"IaI 1124 Westwind I",IaI,Westwind,NULL,1124,NULL
NULL,"Cessna 182S Skylane",Cessna,Skylane,NULL,182,182S
NULL,"Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
NULL,"Cessna T206H Turbo Stationair",Cessna,Stationair,NULL,206,T206H
NULL,"Boeing 737 BBJ",Boeing,BBJ,NULL,737,NULL
NULL,"IaI 1124 Westwind I",IaI,Westwind,NULL,1124,NULL
NULL,"Piper J-3-C65 Cub",Piper,Cub,NULL,J-3,J-3-C65
NULL,"Let L-410-UVP-E20",Let,NULL,NULL,L-410,L-410-UVP-E20
NULL,"Enstrom F-280FX",Enstrom,NULL,NULL,F-280,F-280FX
NULL,"Enstrom F-280FX",Enstrom,NULL,NULL,F-280,F-280FX
NULL,"Robin DR 400-180",Robin,NULL,NULL,"DR 400","DR 400-180"
NULL,"Beech 95-A55 Baron",Beech,Baron,NULL,NULL,95-A55
NULL,"Beech 55 Baron",Beech,Baron,NULL,NULL,55
"The aircraft is available for charter and acmi lease","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"2005  Pipistrel Sinus LSA","Pipistrel Sinus",Pipistrel,Sinus,NULL,NULL,NULL
NULL,"Vans RV-7A",Vans,NULL,NULL,RV-7,RV-7A
"The aircraft is available for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"INVESTMENT FUND PROJECT","No make","No make",NULL,NULL,NULL,NULL
NULL,"Cessna 172K Skyhawk",Cessna,Skyhawk,NULL,172,172K
"2006 Rans Coyote 6ES6","Rans Coyote",Rans,Coyote,NULL,NULL,NULL
"1979  Cessna 182 Skylane 250hp STOL","Cessna 182 Skylane",Cessna,Skylane,NULL,182,NULL
"Wipline 3000A floats for cessna 185","Cessna 185",Cessna,NULL,NULL,NULL,NULL
"Low Time, Great Shape","Bell 206B3 JetRanger III",Bell,JetRanger,NULL,206,206B3
"Aircraft for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Cessna T206G",Cessna,NULL,NULL,206,T206G
NULL,"Cessna 206H",Cessna,NULL,NULL,206,206H
NULL,"Cessna 182Q Skylane",Cessna,Skylane,NULL,182,182Q
NULL,"Lancair 360",Lancair,NULL,NULL,360,NULL
NULL,"Mooney M20K 252 Encore",Mooney,Encore,NULL,M20,"M20K 252"
NULL,"Partenavia P.68B",Partenavia,NULL,NULL,P.68,P.68B
NULL,"Partenavia P.68B",Partenavia,NULL,NULL,P.68,P.68B
NULL,"Mil MI-8MTV-1",Mil,NULL,NULL,MI-8,MI-8MTV-1
NULL,"Mil MI-8MTV-1",Mil,NULL,NULL,MI-8,MI-8MTV-1
"new - just delivered","Pipistrel Virus SW",Pipistrel,Virus,NULL,NULL,NULL
NULL,"Gulfstream GIV",Gulfstream,NULL,NULL,GIV,NULL
"2011  Air Creation Tanarg 912","Air Creation 912 Tanarg","Air Creation",Tanarg,NULL,912,NULL
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"Pipistrel Virus SW 100","Pipistrel Virus SW",Pipistrel,Virus,NULL,NULL,NULL
NULL,"Beech 250 King Air",Beech,"King Air",NULL,200,250
"2010  Pipistrel Virus SW 100","Pipistrel Virus SW",Pipistrel,Virus,NULL,NULL,NULL
"1979 Cessna  172N","Cessna 172N",Cessna,NULL,NULL,172,172N
NULL,"Cessna 172S",Cessna,NULL,NULL,172,172S
NULL,"Cessna TR182 Turbo Skylane RG",Cessna,Skylane,NULL,182,TR182
NULL,"Let L-410-UVP-E20",Let,NULL,NULL,L-410,L-410-UVP-E20
NULL,"Cirrus SR-22G3 Turbo",Cirrus,NULL,NULL,SR-22,"SR-22G3 Turbo"
"2012 Boeing 747-8 Aircraft available for sale","Boeing 747-8F",Boeing,NULL,NULL,747,747-8F
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Roko Aero NG4","Roko Aero",NULL,NULL,NG4,NULL
NULL,"Cirrus SR-22G2 GTS",Cirrus,NULL,NULL,SR-22,"SR-22G2 GTS"
NULL,"Bombardier Challenger 605",Bombardier,Challenger,NULL,NULL,NULL
"H125B3e with MPVK and VEMD upgrade","Eurocopter AS 350B3e Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B3e"
"EC120B - FOR IMMEDIATE SALE","Eurocopter EC 120B Colibri",Eurocopter,Colibri,NULL,"EC 120","EC 120B"
"AS350B2 READY FOR SALE","Eurocopter AS 350B2 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B2"
NULL,"Cessna 340A",Cessna,NULL,NULL,340,340A
NULL,"Cessna 500 Citation",Cessna,Citation,NULL,NULL,500
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,NULL,501
NULL,"Dassault 50 Falcon",Dassault,Falcon,NULL,50,NULL
NULL,"Beech B90 King Air",Beech,"King Air",NULL,90,B90
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
NULL,"Beech F90 King Air",Beech,"King Air",NULL,90,F90
NULL,"Eurocopter EC 120B Colibri",Eurocopter,Colibri,NULL,"EC 120","EC 120B"
NULL,"McDonnell Douglas MD-600N","McDonnell Douglas",NULL,NULL,MD-600,MD-600N
NULL,"Piper M350",Piper,NULL,NULL,M350,NULL
NULL,"Piper PA-34 Seneca III",Piper,Seneca,NULL,PA-34,NULL
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
NULL,"Cessna 510 Citation Mustang",Cessna,Citation,NULL,NULL,510
NULL,"McDonnell Douglas MD-600N","McDonnell Douglas",NULL,NULL,MD-600,MD-600N
NULL,"Hawker Siddeley 125-800","Hawker Siddeley",NULL,NULL,125,125-800
"Just for You","Vans RV-7A",Vans,NULL,NULL,RV-7,RV-7A
"Thorough Pre-Purchase Inspections - Know Before you Buy","No make","No make",NULL,NULL,NULL,NULL
NULL,"Beech 55 Baron",Beech,Baron,NULL,NULL,55
NULL,"Cessna 340A",Cessna,NULL,NULL,340,340A
NULL,"Cessna 340A",Cessna,NULL,NULL,340,340A
NULL,"Cessna 414A Chancellor",Cessna,Chancellor,NULL,414,414A
NULL,"Airbus A321",Airbus,NULL,NULL,A321,NULL
"1990  Robin DR-400/180 Régent","Robin DR 400-180 Regent",Robin,Regent,NULL,"DR 400","DR 400-180"
"The aircraft is much available for acmi lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"Garmin GTN 650 WAAS GPS/Nav/Comm","Avions Starck Jac","Avions Starck",NULL,NULL,NULL,NULL
NULL,"Cessna 150J",Cessna,NULL,NULL,150,150J
NULL,"Luscombe 8a",Luscombe,NULL,NULL,8,8a
NULL,"Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
NULL,"Pipistrel Panthera",Pipistrel,Panthera,NULL,NULL,NULL
NULL,"Cessna 421B Golden Eagle",Cessna,"Golden Eagle",NULL,421,421B
NULL,"Beech 400A Beechjet",Beech,Beechjet,NULL,400,400A
NULL,"Beech 400A Beechjet",Beech,Beechjet,NULL,400,400A
NULL,"Raytheon Premier I",Raytheon,Premier,NULL,NULL,NULL
NULL,"Beech 400A Beechjet",Beech,Beechjet,NULL,400,400A
NULL,"Bombardier CL-601-3A/ER Challenger 601",Bombardier,Challenger,NULL,CL-601,CL-601-3A/ER
NULL,"Cessna S550 Citation S/II",Cessna,Citation,NULL,NULL,S550
NULL,"Cessna 650 Citation III",Cessna,Citation,NULL,NULL,650
NULL,"Cessna S550 Citation S/II",Cessna,Citation,NULL,NULL,S550
NULL,"Cessna 560 Citation V",Cessna,Citation,NULL,NULL,560
NULL,"Cessna 650 Citation VI",Cessna,Citation,NULL,NULL,650
NULL,"Cessna 560 Citation V",Cessna,Citation,NULL,NULL,560
NULL,"Dassault 50 Falcon",Dassault,Falcon,NULL,50,NULL
NULL,"Learjet 45-XR",Learjet,NULL,NULL,45,45-XR
"The B747-400F is available for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"The aircraft is available for charter and acmi lease","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Beech 58P Baron",Beech,Baron,NULL,NULL,58P
NULL,"Beech F90 King Air",Beech,"King Air",NULL,90,F90
NULL,"Cessna 425 Conquest",Cessna,Conquest,NULL,425,NULL
NULL,"Bombardier CL-600 Challenger 600",Bombardier,Challenger,NULL,CL-600,NULL
NULL,"Bombardier CL-600 Challenger 600",Bombardier,Challenger,NULL,CL-600,NULL
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,NULL,501
NULL,"Cessna 650 Citation III",Cessna,Citation,NULL,NULL,650
NULL,"Dassault 50 Falcon",Dassault,Falcon,NULL,50,NULL
NULL,"Hawker Siddeley 125-700B","Hawker Siddeley",NULL,NULL,125,125-700B
NULL,"Eurocopter Bo 105-CBS5",Eurocopter,NULL,NULL,"Bo 105","Bo 105-CBS5"
NULL,"Cessna 172M",Cessna,NULL,NULL,172,172M
NULL,"Piper PA-34 Seneca III",Piper,Seneca,NULL,PA-34,NULL
NULL,"Beech B90 King Air",Beech,"King Air",NULL,90,B90
NULL,"Beech E90 King Air",Beech,"King Air",NULL,90,E90
NULL,"Socata TBM-850",Socata,NULL,NULL,TBM-850,NULL
NULL,"Piper PA-31T Cheyenne II",Piper,Cheyenne,NULL,PA-31,PA-31T
NULL,"Bombardier Global 5000",Bombardier,"Global 5000",NULL,NULL,NULL
NULL,"Cessna 500 Citation",Cessna,Citation,NULL,NULL,500
NULL,"Cessna 500 Citation",Cessna,Citation,NULL,NULL,500
NULL,"Cessna 500 Citation",Cessna,Citation,NULL,NULL,500
NULL,"Cessna 500 Citation",Cessna,Citation,NULL,NULL,500
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,NULL,501
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,NULL,501
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,NULL,501
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,NULL,501
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
"Salvaged tail section","Vans RV-7A",Vans,NULL,NULL,NULL,NULL
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Columbia 300 Columbia",Columbia,Columbia,NULL,300,300
NULL,"Beech C90GTx King Air",Beech,"King Air",NULL,90,C90GTx
NULL,"Cirrus SF-50 Vision",Cirrus,Vision,NULL,SF-50,NULL
NULL,"Dassault 7X",Dassault,NULL,NULL,7X,NULL
NULL,"Eclipse Aviation Eclipse 500","Eclipse Aviation",NULL,NULL,"Eclipse 500",NULL
"1962 Cessna 205(21065)Skydiving plane","Cessna 205",Cessna,NULL,NULL,205,NULL
"1962  Cessna 205  (210-5) Skydiving Plane","Cessna 205",Cessna,NULL,NULL,205,NULL
"Garmin GNS 530 WAAS","No make","No make",NULL,NULL,NULL,NULL
NULL,"Beech F33A Bonanza",Beech,Bonanza,NULL,NULL,F33A
NULL,"Cessna 172R Skyhawk",Cessna,Skyhawk,NULL,172,172R
NULL,"Gulfstream G100",Gulfstream,NULL,NULL,G100,NULL
NULL,"Schweizer 269",Schweizer,NULL,NULL,269,NULL
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Beech A36 Bonanza",Beech,Bonanza,NULL,NULL,A36
"Pipistrel Virus SW","Pipistrel Virus SW",Pipistrel,Virus,NULL,NULL,NULL
"Pipistrel Virus SW 100","Pipistrel Virus SW",Pipistrel,Virus,NULL,NULL,NULL
"1946 Cessna 140","Cessna 140",Cessna,NULL,NULL,140,NULL
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
NULL,"Cessna 182S Skylane",Cessna,Skylane,NULL,182,182S
NULL,"Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
NULL,"Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
NULL,"Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
NULL,"Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
NULL,"Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
NULL,"Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
NULL,"Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
NULL,"Cessna T206H Turbo Stationair",Cessna,Stationair,NULL,206,T206H
NULL,"Cessna T206H Turbo Stationair",Cessna,Stationair,NULL,206,T206H
NULL,"Cessna 350",Cessna,NULL,NULL,350,NULL
NULL,"Cessna 400",Cessna,NULL,NULL,400,NULL
NULL,"Cessna 400",Cessna,NULL,NULL,400,NULL
NULL,"Cirrus SR-22GTS",Cirrus,NULL,NULL,SR-22,SR-22GTS
NULL,"Socata TB-10 Tobago",Socata,Tobago,NULL,TB-10,NULL
NULL,"Extra Flugzeugbau EA-330SC","Extra Flugzeugbau",NULL,NULL,EA-330,EA-330SC
NULL,"Tomark Aero SD-4 Viper","Tomark Aero",Viper,NULL,SD-4,NULL
NULL,"Airbus A330-300",Airbus,NULL,NULL,A330,A330-300
"2006  Evektor EV-97 Eurostar SL Advanced","Evektor EV-97 Eurostar",Evektor,Eurostar,NULL,EV-97,NULL
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Eurocopter AS 355F2 Ecureuil II",Eurocopter,Ecureuil,NULL,"AS 355","AS 355F2"
NULL,"Lockheed C-130H Hercules",Lockheed,Hercules,NULL,C-130,C-130H
NULL,"MiG 21UM",MiG,NULL,NULL,21,21UM
NULL,"Sepecat Jaguar",Sepecat,Jaguar,NULL,NULL,NULL
Cherry,"Brändli BX-2",Brändli,NULL,NULL,NULL,NULL
"1989 Cessna caravan 208","Cessna 208 Caravan",Cessna,Caravan,NULL,208,NULL
NULL,"Airbus A340",Airbus,NULL,NULL,A340,NULL
NULL,"Mil MI-26",Mil,NULL,NULL,MI-26,NULL
"Only 15 hours since TBO!","Eurocopter AS 355N Ecureuil II",Eurocopter,Ecureuil,NULL,"AS 355","AS 355N"
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Cessna 172N",Cessna,NULL,NULL,172,172N
"1968  PZL-Mielec An-2 Skydiving","PZL/WSK Mielec An-2T Colt","PZL/WSK Mielec",Colt,NULL,An-2,An-2T
"1976  PZL-Mielec An-2 Skydiving","PZL/WSK Mielec An-2T Colt","PZL/WSK Mielec",Colt,NULL,An-2,An-2T
"1988  Socata TB-20 Trinidad","Socata TB-20 Trinidad GT",Socata,Trinidad,NULL,TB-20,NULL
"1992  Rutan 61 Long-EZ","Rutan LongEz",Rutan,LongEz,NULL,NULL,NULL
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"NOC from AAI","No make","No make",NULL,NULL,NULL,NULL
"Hummingbird helicopter 4 seat with LS7 for sale\trade","Vertical Aviation Hummingbird","Vertical Aviation",Hummingbird,NULL,NULL,NULL
"Boeing 737-800SF cargo aircraft for sale","Boeing 737-800F",Boeing,NULL,NULL,737,737-800F
"1965  Piper PA-24-260 Comanche","Piper PA-24-260 Comanche",Piper,Comanche,NULL,PA-24,PA-24-260
"The aircraft is available for acmi lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"2009 Eurocopter EC135P2+ for Sale","Eurocopter EC 135P2+",Eurocopter,NULL,NULL,"EC 135","EC 135P2+"
"Garmin SL-40 New","No make","No make",NULL,NULL,NULL,NULL
"Lycoming IO-540-K1A5 engine","No make","No make",NULL,NULL,NULL,NULL
NULL,"Piper PA-23-250C Aztec",Piper,Aztec,NULL,PA-23,PA-23-250C
NULL,"Piper PA-31T2 Cheyenne II-XL",Piper,Cheyenne,NULL,PA-31,PA-31T2
"2007  Nando Groppo DUI","Nando Groppo","Nando Groppo",NULL,NULL,NULL,NULL
NULL,"Boeing 777-200",Boeing,NULL,NULL,777,777-200
"The aircraft is available for charter and acmi lease","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"1987  Pitts S-1 T Raven","Pitts S1-T",Pitts,NULL,NULL,S1,S1-T
NULL,"Learjet 35A",Learjet,NULL,NULL,30,35A
NULL,"Learjet 35A",Learjet,NULL,NULL,30,35A
NULL,"Learjet 36A",Learjet,NULL,NULL,30,36A
NULL,"Cessna 340A",Cessna,NULL,NULL,340,340A
"2015 Boeing BBJ 737-79V","Boeing 737-79 BBJ",Boeing,BBJ,NULL,737,737-79
"Boeing BBJ 737-7JZ completed 2018","Boeing 737-700 BBJ",Boeing,BBJ,NULL,737,737-700
NULL,"Bell 206B3 JetRanger III",Bell,JetRanger,NULL,206,206B3
"1968  Spezio DAL-1 Tuholer","Spezio DAL-1 Tuholer",Spezio,Tuholer,NULL,DAL-1,NULL
"1982 Bell B3 ranger 206","Bell 206 JetRanger",Bell,JetRanger,NULL,206,NULL
"2008 Cessna Grand C208B","Cessna 208B",Cessna,NULL,NULL,208,208B
"1999 Cessna Grand C208B","Cessna 208B",Cessna,NULL,NULL,208,208B
NULL,"Waco UPF-7",Waco,NULL,NULL,UPF-7,NULL
NULL,"Falconar SAL 2/3 P-51 Mustang",Falconar,Mustang,NULL,"SAL 2/3 P-51",NULL
NULL,"Airbus A320-232",Airbus,NULL,NULL,A320,A320-232
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"B747-400F aircraft is much available for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Cessna P210 Centurion",Cessna,Centurion,NULL,210,P210
"Fiat G-59 B for sale","Fiat G.59",Fiat,NULL,NULL,G.59,NULL
"2002 Robinson R44 Raven II","Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"Airbus Eurocopter MBB Bo 105 C","Eurocopter Bo 105-C",Eurocopter,NULL,NULL,"Bo 105","Bo 105-C"
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Boeing 737 BBJ2",Boeing,BBJ,NULL,737,NULL
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Thurston Teal",Thurston,Teal,NULL,NULL,NULL
NULL,"Beech B200 King Air",Beech,"King Air",NULL,200,B200
"1974  Cessna F-150 L","Cessna F150L",Cessna,NULL,NULL,150,F150L
"2018  Zlin Savage Shock Cub","Zlin Aerospace Savage","Zlin Aerospace",Savage,NULL,NULL,NULL
NULL,"Bell 205A-I Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205A-I
"1998 Bell 412EP for Sale","Bell 412EP",Bell,NULL,NULL,412,412EP
"Offered Exclusively for sale","McDonnell Douglas MD-500E","McDonnell Douglas",NULL,NULL,MD-500,MD-500E
"Colibri IGC Flight Recorder","No make","No make",NULL,NULL,NULL,NULL
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"Electric Variometer","No make","No make",NULL,NULL,NULL,NULL
"1982  Piper PA-28-161 Warrior II","Piper PA-28-161 Warrior II",Piper,Cherokee,NULL,PA-28,PA-28-161
"DHC-2 Beaver on AMPHIBS - MINT! NEVER COMMERCIAL!","de Havilland DHC-2 Mk.I Beaver","de Havilland",Beaver,NULL,DHC-2,"DHC-2 Mk.I"
NULL,"Beech C90GTx King Air",Beech,"King Air",NULL,90,C90GTx
NULL,"Bell 206B JetRanger II",Bell,JetRanger,NULL,206,206B
NULL,"Bell 412SP",Bell,NULL,NULL,412,412SP
NULL,"Sikorsky S-61",Sikorsky,NULL,NULL,61,S-61
"The aircraft is much available for acmi lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"1995 Eurocopter AS355N for Sale","Eurocopter AS 355N Ecureuil II",Eurocopter,Ecureuil,NULL,"AS 355","AS 355N"
NULL,"Bellanca 8KCAB",Bellanca,NULL,NULL,8KCAB,NULL
NULL,"Learjet 24E",Learjet,NULL,NULL,20,24E
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Cessna 172M Skyhawk",Cessna,Skyhawk,NULL,172,172M
"1964  Cessna 205 A","Cessna 205A",Cessna,NULL,NULL,205,205A
NULL,"Airbus H130",Airbus,NULL,NULL,NULL,NULL
"1977  Cessna T-206 Turbo Stationair","Cessna T206 Turbo Stationair",Cessna,Stationair,NULL,206,T206
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"1948  Cessna 140","Cessna 140",Cessna,NULL,NULL,140,NULL
"Beautiful Bird with good engine times","Cessna 500 Citation I",Cessna,Citation,NULL,NULL,500
"2007 Bell 412EP for Sale","Bell 412EP",Bell,NULL,NULL,412,412EP
"2008 Cessna Caravan 208C for Sale","Cessna 208C Caravan",Cessna,Caravan,NULL,208,208C
"VAN'S RV7A PROJECT","Vans RV-7A",Vans,NULL,NULL,RV-7,RV-7A
NULL,"Dassault 50 Falcon",Dassault,Falcon,NULL,50,NULL
"1980 Sikorsky S-61N for Sale","Sikorsky S-61N",Sikorsky,NULL,NULL,61,S-61N
NULL,"Eurocopter EC 135P2",Eurocopter,NULL,NULL,"EC 135","EC 135P2"
NULL,"Sikorsky S-61N",Sikorsky,NULL,NULL,61,S-61N
"1972  Scheibe SF-25C Falke","Scheibe SF.25C Motorfalke",Scheibe,Falke,NULL,SF.25,SF.25C
"AIRBUS Helicopters H120","Airbus H120",Airbus,NULL,NULL,NULL,NULL
"MD 530FF FOR SALE","McDonnell Douglas MD-530F","MD Helicopters",NULL,NULL,MD-530,MD-530F
"The aircraft is available for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Cessna 500 Citation",Cessna,Citation,NULL,NULL,500
NULL,"Lancair Evolution",Lancair,Evolution,NULL,NULL,NULL
NULL,"Piper PA-31-350 Chieftain Panther",Piper,Navajo,NULL,PA-31,PA-31-350
NULL,"Eurocopter EC 135",Eurocopter,NULL,NULL,"EC 135",NULL
"project pıper brave,forsale","Piper PA-36-375",Piper,NULL,NULL,NULL,NULL
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Cessna 500 Citation",Cessna,Citation,NULL,NULL,500
NULL,"Eurocopter EC 135T2",Eurocopter,NULL,NULL,"EC 135","EC 135T2"
"MBB-BK 117 B-2","Eurocopter BK 117B2",MBB,NULL,NULL,"BK 117","BK 117B2"
"EC 135 T2","Eurocopter EC 135T2",Eurocopter,NULL,NULL,"EC 135","EC 135T2"
AB412SP,Agusta,Agusta,NULL,NULL,NULL,NULL
"AS350B3 - 2004","Eurocopter AS 350B3 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B3"
NULL,"de Havilland DHC-1 Chipmunk","de Havilland",Chipmunk,NULL,DHC-1,NULL
NULL,"Sherpa Aircraft 500","Sherpa Aircraft",NULL,NULL,500,NULL
"1965  Cessna 182 H","Cessna 182H Skylane",Cessna,Skylane,NULL,182,182H
"1985 MBB/Eurocopter BK117D2 for Sale","Eurocopter BK 117",Eurocopter,NULL,NULL,"BK 117",NULL
"The aircraft is available for charter and acmi lease","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"Agusta-Bell AB.47J3","Bell 47J-3",Agusta,NULL,NULL,47,47J-3
"Stinson L-5 for sale","Stinson 105/L-5",Stinson,NULL,NULL,105,105/L-5
"Osprey II for sale","Osprey Aircraft Osprey II","Osprey Aircraft",Osprey,NULL,NULL,NULL
